"Grove_Road","Charleville_Mall","Guild_Street","North_Strand_Rd_S_B","North_Strand_Rd_N_B","Time","Day","Month","Year"
86,12,47,58,60,"14:00:00",7,7,2019
74,10,47,53,45,"15:00:00",7,7,2019
87,12,52,49,58,"16:00:00",7,7,2019
83,5,37,44,57,"17:00:00",7,7,2019
84,7,47,54,38,"18:00:00",7,7,2019
73,6,32,29,60,"19:00:00",7,7,2019
79,14,28,34,54,"20:00:00",7,7,2019
42,9,25,16,36,"21:00:00",7,7,2019
47,1,11,10,38,"22:00:00",7,7,2019
32,4,5,14,38,"23:00:00",7,7,2019
14,2,6,13,8,"00:00:00",8,7,2019
6,0,1,2,8,"01:00:00",8,7,2019
4,1,2,1,3,"02:00:00",8,7,2019
5,3,6,2,3,"03:00:00",8,7,2019
7,0,3,9,2,"04:00:00",8,7,2019
41,0,22,32,6,"05:00:00",8,7,2019
132,9,130,95,17,"06:00:00",8,7,2019
354,17,189,266,42,"07:00:00",8,7,2019
693,47,309,565,50,"08:00:00",8,7,2019
281,18,154,254,42,"09:00:00",8,7,2019
91,6,39,66,20,"10:00:00",8,7,2019
41,6,36,47,22,"11:00:00",8,7,2019
66,9,53,66,58,"12:00:00",8,7,2019
71,7,47,58,39,"13:00:00",8,7,2019
75,11,43,33,54,"14:00:00",8,7,2019
100,11,51,35,75,"15:00:00",8,7,2019
163,10,96,73,212,"16:00:00",8,7,2019
450,19,172,99,448,"17:00:00",8,7,2019
333,14,160,61,398,"18:00:00",8,7,2019
188,9,82,32,180,"19:00:00",8,7,2019
114,10,53,29,78,"20:00:00",8,7,2019
65,5,35,23,65,"21:00:00",8,7,2019
55,1,28,8,42,"22:00:00",8,7,2019
34,2,19,10,28,"23:00:00",8,7,2019
20,1,6,2,16,"00:00:00",9,7,2019
5,2,3,1,7,"01:00:00",9,7,2019
8,0,1,5,4,"02:00:00",9,7,2019
6,1,3,3,9,"03:00:00",9,7,2019
15,1,6,9,4,"04:00:00",9,7,2019
36,0,27,30,6,"05:00:00",9,7,2019
137,10,129,122,15,"06:00:00",9,7,2019
407,17,211,259,59,"07:00:00",9,7,2019
770,38,331,556,65,"08:00:00",9,7,2019
302,16,164,268,29,"09:00:00",9,7,2019
95,6,47,77,21,"10:00:00",9,7,2019
78,9,29,48,36,"11:00:00",9,7,2019
90,4,41,63,46,"12:00:00",9,7,2019
36,9,43,54,57,"13:00:00",9,7,2019
106,16,41,40,73,"14:00:00",9,7,2019
156,9,62,52,82,"15:00:00",9,7,2019
279,19,86,80,229,"16:00:00",9,7,2019
598,10,218,130,492,"17:00:00",9,7,2019
530,16,168,69,396,"18:00:00",9,7,2019
288,11,99,40,205,"19:00:00",9,7,2019
207,9,66,48,104,"20:00:00",9,7,2019
128,14,31,31,72,"21:00:00",9,7,2019
104,5,45,12,60,"22:00:00",9,7,2019
51,4,26,14,63,"23:00:00",9,7,2019
32,0,15,9,23,"00:00:00",10,7,2019
7,1,2,2,15,"01:00:00",10,7,2019
4,2,3,4,9,"02:00:00",10,7,2019
8,1,1,1,7,"03:00:00",10,7,2019
13,2,6,7,4,"04:00:00",10,7,2019
31,0,23,33,6,"05:00:00",10,7,2019
174,12,148,118,19,"06:00:00",10,7,2019
449,15,197,236,66,"07:00:00",10,7,2019
892,34,329,520,63,"08:00:00",10,7,2019
387,12,172,234,35,"09:00:00",10,7,2019
106,5,53,67,28,"10:00:00",10,7,2019
73,6,34,49,30,"11:00:00",10,7,2019
107,7,55,54,67,"12:00:00",10,7,2019
122,6,48,65,61,"13:00:00",10,7,2019
90,7,38,29,66,"14:00:00",10,7,2019
125,4,43,38,85,"15:00:00",10,7,2019
271,12,91,70,210,"16:00:00",10,7,2019
516,24,187,101,456,"17:00:00",10,7,2019
403,9,138,54,329,"18:00:00",10,7,2019
230,10,66,29,133,"19:00:00",10,7,2019
135,5,34,27,108,"20:00:00",10,7,2019
96,4,34,15,79,"21:00:00",10,7,2019
72,2,21,8,46,"22:00:00",10,7,2019
34,1,14,10,33,"23:00:00",10,7,2019
20,3,10,11,25,"00:00:00",11,7,2019
3,2,5,2,11,"01:00:00",11,7,2019
9,4,3,1,3,"02:00:00",11,7,2019
6,1,4,3,5,"03:00:00",11,7,2019
18,0,4,7,1,"04:00:00",11,7,2019
31,1,25,35,4,"05:00:00",11,7,2019
145,8,139,110,18,"06:00:00",11,7,2019
416,21,180,250,54,"07:00:00",11,7,2019
822,33,324,443,62,"08:00:00",11,7,2019
368,12,139,204,33,"09:00:00",11,7,2019
105,3,38,93,17,"10:00:00",11,7,2019
77,8,34,28,34,"11:00:00",11,7,2019
114,14,52,47,51,"12:00:00",11,7,2019
100,9,52,64,62,"13:00:00",11,7,2019
100,5,55,50,69,"14:00:00",11,7,2019
138,9,45,44,79,"15:00:00",11,7,2019
241,18,95,78,194,"16:00:00",11,7,2019
506,19,199,97,425,"17:00:00",11,7,2019
448,17,159,76,336,"18:00:00",11,7,2019
243,11,70,46,167,"19:00:00",11,7,2019
188,14,62,27,106,"20:00:00",11,7,2019
138,9,39,45,95,"21:00:00",11,7,2019
86,8,24,19,53,"22:00:00",11,7,2019
59,6,20,9,52,"23:00:00",11,7,2019
30,2,19,9,34,"00:00:00",12,7,2019
11,0,6,2,18,"01:00:00",12,7,2019
11,2,3,4,9,"02:00:00",12,7,2019
10,1,2,4,13,"03:00:00",12,7,2019
10,4,7,6,2,"04:00:00",12,7,2019
23,1,35,33,10,"05:00:00",12,7,2019
133,7,121,96,20,"06:00:00",12,7,2019
364,12,169,193,51,"07:00:00",12,7,2019
756,34,274,369,71,"08:00:00",12,7,2019
324,11,130,180,31,"09:00:00",12,7,2019
88,4,46,70,21,"10:00:00",12,7,2019
83,4,44,31,24,"11:00:00",12,7,2019
115,6,56,66,56,"12:00:00",12,7,2019
127,6,58,48,69,"13:00:00",12,7,2019
121,3,68,37,79,"14:00:00",12,7,2019
169,8,64,41,105,"15:00:00",12,7,2019
281,16,97,79,210,"16:00:00",12,7,2019
435,13,148,73,364,"17:00:00",12,7,2019
307,17,127,62,236,"18:00:00",12,7,2019
169,7,54,37,104,"19:00:00",12,7,2019
107,6,32,27,62,"20:00:00",12,7,2019
90,3,41,23,78,"21:00:00",12,7,2019
60,8,30,17,55,"22:00:00",12,7,2019
63,1,23,10,54,"23:00:00",12,7,2019
41,1,14,12,20,"00:00:00",13,7,2019
20,0,8,5,19,"01:00:00",13,7,2019
23,1,5,3,21,"02:00:00",13,7,2019
10,0,3,5,13,"03:00:00",13,7,2019
12,2,3,6,10,"04:00:00",13,7,2019
22,8,6,19,8,"05:00:00",13,7,2019
48,3,35,41,8,"06:00:00",13,7,2019
71,3,42,46,19,"07:00:00",13,7,2019
83,1,35,46,22,"08:00:00",13,7,2019
88,3,36,44,31,"09:00:00",13,7,2019
93,3,33,70,11,"10:00:00",13,7,2019
92,6,50,42,43,"11:00:00",13,7,2019
122,9,45,57,52,"12:00:00",13,7,2019
111,8,51,69,76,"13:00:00",13,7,2019
106,7,49,38,63,"14:00:00",13,7,2019
113,11,50,40,60,"15:00:00",13,7,2019
98,7,44,54,62,"16:00:00",13,7,2019
111,11,36,35,57,"17:00:00",13,7,2019
125,6,48,38,73,"18:00:00",13,7,2019
93,5,28,40,52,"19:00:00",13,7,2019
77,8,31,27,60,"20:00:00",13,7,2019
52,9,36,28,48,"21:00:00",13,7,2019
50,7,17,19,39,"22:00:00",13,7,2019
60,4,13,11,28,"23:00:00",13,7,2019
40,5,13,11,33,"00:00:00",14,7,2019
24,0,3,3,15,"01:00:00",14,7,2019
14,2,4,1,14,"02:00:00",14,7,2019
14,0,3,4,8,"03:00:00",14,7,2019
15,2,2,3,14,"04:00:00",14,7,2019
12,7,8,8,2,"05:00:00",14,7,2019
29,0,12,30,9,"06:00:00",14,7,2019
39,0,30,35,18,"07:00:00",14,7,2019
62,0,17,39,24,"08:00:00",14,7,2019
71,2,27,27,27,"09:00:00",14,7,2019
88,1,48,23,22,"10:00:00",14,7,2019
100,1,44,48,47,"11:00:00",14,7,2019
123,3,38,43,55,"12:00:00",14,7,2019
119,9,62,51,48,"13:00:00",14,7,2019
111,3,53,48,46,"14:00:00",14,7,2019
80,9,51,59,59,"15:00:00",14,7,2019
114,11,55,39,45,"16:00:00",14,7,2019
97,8,46,42,49,"17:00:00",14,7,2019
106,6,48,26,40,"18:00:00",14,7,2019
124,7,40,27,52,"19:00:00",14,7,2019
87,14,45,28,54,"20:00:00",14,7,2019
52,6,24,14,30,"21:00:00",14,7,2019
65,5,20,17,23,"22:00:00",14,7,2019
27,3,7,10,35,"23:00:00",14,7,2019
21,0,8,3,21,"00:00:00",15,7,2019
11,0,3,3,9,"01:00:00",15,7,2019
3,1,3,2,7,"02:00:00",15,7,2019
1,1,3,2,10,"03:00:00",15,7,2019
15,0,4,9,4,"04:00:00",15,7,2019
36,3,28,40,4,"05:00:00",15,7,2019
150,9,132,101,16,"06:00:00",15,7,2019
430,14,212,233,55,"07:00:00",15,7,2019
889,49,323,547,69,"08:00:00",15,7,2019
333,16,151,229,29,"09:00:00",15,7,2019
109,8,38,73,31,"10:00:00",15,7,2019
87,9,32,41,31,"11:00:00",15,7,2019
103,7,39,44,53,"12:00:00",15,7,2019
126,4,52,51,77,"13:00:00",15,7,2019
95,11,59,50,66,"14:00:00",15,7,2019
149,9,55,49,90,"15:00:00",15,7,2019
251,17,116,87,220,"16:00:00",15,7,2019
602,17,182,77,486,"17:00:00",15,7,2019
511,28,166,59,370,"18:00:00",15,7,2019
255,10,67,36,192,"19:00:00",15,7,2019
137,11,55,44,87,"20:00:00",15,7,2019
132,6,44,33,71,"21:00:00",15,7,2019
83,7,24,15,54,"22:00:00",15,7,2019
45,3,15,8,29,"23:00:00",15,7,2019
22,0,8,7,24,"00:00:00",16,7,2019
12,2,1,3,10,"01:00:00",16,7,2019
9,0,0,1,8,"02:00:00",16,7,2019
6,1,2,5,8,"03:00:00",16,7,2019
13,0,5,6,2,"04:00:00",16,7,2019
41,1,27,37,4,"05:00:00",16,7,2019
158,10,145,132,16,"06:00:00",16,7,2019
495,18,223,259,57,"07:00:00",16,7,2019
952,51,391,543,65,"08:00:00",16,7,2019
403,12,177,241,32,"09:00:00",16,7,2019
126,4,37,77,28,"10:00:00",16,7,2019
92,7,46,51,22,"11:00:00",16,7,2019
119,4,46,68,47,"12:00:00",16,7,2019
125,11,57,56,66,"13:00:00",16,7,2019
99,8,54,39,68,"14:00:00",16,7,2019
132,8,57,43,83,"15:00:00",16,7,2019
264,18,108,76,217,"16:00:00",16,7,2019
598,16,183,111,506,"17:00:00",16,7,2019
547,29,177,60,423,"18:00:00",16,7,2019
253,12,94,42,188,"19:00:00",16,7,2019
179,15,55,47,105,"20:00:00",16,7,2019
125,11,47,29,82,"21:00:00",16,7,2019
92,1,42,19,56,"22:00:00",16,7,2019
51,0,16,7,35,"23:00:00",16,7,2019
18,3,13,3,26,"00:00:00",17,7,2019
8,1,0,3,10,"01:00:00",17,7,2019
7,2,0,5,6,"02:00:00",17,7,2019
6,1,2,0,13,"03:00:00",17,7,2019
17,0,6,7,2,"04:00:00",17,7,2019
39,0,26,31,5,"05:00:00",17,7,2019
163,9,158,118,18,"06:00:00",17,7,2019
460,18,197,269,65,"07:00:00",17,7,2019
898,42,349,442,76,"08:00:00",17,7,2019
367,9,154,232,39,"09:00:00",17,7,2019
102,3,35,68,18,"10:00:00",17,7,2019
92,3,21,31,33,"11:00:00",17,7,2019
104,4,31,45,38,"12:00:00",17,7,2019
101,2,56,37,51,"13:00:00",17,7,2019
100,9,46,24,49,"14:00:00",17,7,2019
115,5,50,37,76,"15:00:00",17,7,2019
264,15,91,72,192,"16:00:00",17,7,2019
554,18,191,98,432,"17:00:00",17,7,2019
510,27,142,92,394,"18:00:00",17,7,2019
274,14,74,51,167,"19:00:00",17,7,2019
160,7,57,26,90,"20:00:00",17,7,2019
93,9,34,23,74,"21:00:00",17,7,2019
89,8,36,10,51,"22:00:00",17,7,2019
39,5,12,9,36,"23:00:00",17,7,2019
18,2,7,4,27,"00:00:00",18,7,2019
7,1,0,3,11,"01:00:00",18,7,2019
6,0,2,4,5,"02:00:00",18,7,2019
6,1,1,4,7,"03:00:00",18,7,2019
15,1,6,5,4,"04:00:00",18,7,2019
36,2,23,35,8,"05:00:00",18,7,2019
152,2,156,117,23,"06:00:00",18,7,2019
429,15,201,243,62,"07:00:00",18,7,2019
883,45,332,543,66,"08:00:00",18,7,2019
354,11,158,218,33,"09:00:00",18,7,2019
108,5,35,78,20,"10:00:00",18,7,2019
90,2,41,54,21,"11:00:00",18,7,2019
105,5,55,65,59,"12:00:00",18,7,2019
125,13,57,47,56,"13:00:00",18,7,2019
95,7,49,32,64,"14:00:00",18,7,2019
144,9,61,40,94,"15:00:00",18,7,2019
269,15,85,64,186,"16:00:00",18,7,2019
548,25,182,110,429,"17:00:00",18,7,2019
417,17,156,84,344,"18:00:00",18,7,2019
270,12,75,62,169,"19:00:00",18,7,2019
176,8,66,38,125,"20:00:00",18,7,2019
110,6,54,27,89,"21:00:00",18,7,2019
101,7,39,26,57,"22:00:00",18,7,2019
68,6,20,16,67,"23:00:00",18,7,2019
32,4,12,7,30,"00:00:00",19,7,2019
16,3,5,2,19,"01:00:00",19,7,2019
12,1,2,3,10,"02:00:00",19,7,2019
9,2,2,2,7,"03:00:00",19,7,2019
8,2,6,5,3,"04:00:00",19,7,2019
25,2,21,28,5,"05:00:00",19,7,2019
109,4,124,93,15,"06:00:00",19,7,2019
297,9,137,156,31,"07:00:00",19,7,2019
648,31,243,325,65,"08:00:00",19,7,2019
277,17,132,172,33,"09:00:00",19,7,2019
96,2,31,56,24,"10:00:00",19,7,2019
63,5,36,40,25,"11:00:00",19,7,2019
102,9,54,53,51,"12:00:00",19,7,2019
117,9,44,60,79,"13:00:00",19,7,2019
104,5,31,33,53,"14:00:00",19,7,2019
107,6,59,40,90,"15:00:00",19,7,2019
231,14,94,67,171,"16:00:00",19,7,2019
394,10,124,79,306,"17:00:00",19,7,2019
254,20,84,58,199,"18:00:00",19,7,2019
144,10,47,46,85,"19:00:00",19,7,2019
100,10,32,33,70,"20:00:00",19,7,2019
79,6,31,27,48,"21:00:00",19,7,2019
65,15,23,18,59,"22:00:00",19,7,2019
57,6,18,15,56,"23:00:00",19,7,2019
29,2,10,12,27,"00:00:00",20,7,2019
14,2,5,7,21,"01:00:00",20,7,2019
15,1,0,6,13,"02:00:00",20,7,2019
12,2,2,2,15,"03:00:00",20,7,2019
13,2,1,5,4,"04:00:00",20,7,2019
16,5,7,21,8,"05:00:00",20,7,2019
30,0,35,40,8,"06:00:00",20,7,2019
70,3,38,41,22,"07:00:00",20,7,2019
77,2,36,34,16,"08:00:00",20,7,2019
100,2,39,61,16,"09:00:00",20,7,2019
87,7,40,44,29,"10:00:00",20,7,2019
101,7,42,41,32,"11:00:00",20,7,2019
99,5,55,41,59,"12:00:00",20,7,2019
106,3,43,42,62,"13:00:00",20,7,2019
97,9,39,50,81,"14:00:00",20,7,2019
98,17,41,47,79,"15:00:00",20,7,2019
81,5,45,56,39,"16:00:00",20,7,2019
106,4,54,45,62,"17:00:00",20,7,2019
81,12,50,35,57,"18:00:00",20,7,2019
77,4,41,38,50,"19:00:00",20,7,2019
66,3,52,26,37,"20:00:00",20,7,2019
50,10,19,22,33,"21:00:00",20,7,2019
57,8,26,18,32,"22:00:00",20,7,2019
44,5,29,14,31,"23:00:00",20,7,2019
42,2,10,14,22,"00:00:00",21,7,2019
19,1,6,5,16,"01:00:00",21,7,2019
8,0,4,6,20,"02:00:00",21,7,2019
13,4,3,3,12,"03:00:00",21,7,2019
12,0,0,4,7,"04:00:00",21,7,2019
18,2,8,13,10,"05:00:00",21,7,2019
21,2,12,21,15,"06:00:00",21,7,2019
45,4,29,31,20,"07:00:00",21,7,2019
59,0,25,41,15,"08:00:00",21,7,2019
79,4,23,33,18,"09:00:00",21,7,2019
77,3,25,29,27,"10:00:00",21,7,2019
92,7,28,33,37,"11:00:00",21,7,2019
103,2,39,54,36,"12:00:00",21,7,2019
87,6,58,47,61,"13:00:00",21,7,2019
77,5,32,57,41,"14:00:00",21,7,2019
88,2,30,36,48,"15:00:00",21,7,2019
59,11,39,39,46,"16:00:00",21,7,2019
61,6,41,27,46,"17:00:00",21,7,2019
71,3,29,26,33,"18:00:00",21,7,2019
62,3,26,13,36,"19:00:00",21,7,2019
40,3,20,11,19,"20:00:00",21,7,2019
35,1,13,17,32,"21:00:00",21,7,2019
40,3,16,12,24,"22:00:00",21,7,2019
29,1,9,8,23,"23:00:00",21,7,2019
12,2,5,6,12,"00:00:00",22,7,2019
6,3,1,2,4,"01:00:00",22,7,2019
4,0,0,1,7,"02:00:00",22,7,2019
3,0,4,1,4,"03:00:00",22,7,2019
13,1,6,4,3,"04:00:00",22,7,2019
33,0,22,28,6,"05:00:00",22,7,2019
139,8,138,98,19,"06:00:00",22,7,2019
417,12,192,225,45,"07:00:00",22,7,2019
869,52,324,511,53,"08:00:00",22,7,2019
333,17,161,276,35,"09:00:00",22,7,2019
89,6,41,67,26,"10:00:00",22,7,2019
78,7,32,40,28,"11:00:00",22,7,2019
88,8,44,41,43,"12:00:00",22,7,2019
96,14,55,77,59,"13:00:00",22,7,2019
113,8,56,42,50,"14:00:00",22,7,2019
133,6,59,38,71,"15:00:00",22,7,2019
269,17,95,58,235,"16:00:00",22,7,2019
633,22,195,87,474,"17:00:00",22,7,2019
481,10,157,66,365,"18:00:00",22,7,2019
247,3,84,37,165,"19:00:00",22,7,2019
151,9,58,39,93,"20:00:00",22,7,2019
134,10,41,34,60,"21:00:00",22,7,2019
71,6,32,15,36,"22:00:00",22,7,2019
48,4,13,18,54,"23:00:00",22,7,2019
19,1,12,1,19,"00:00:00",23,7,2019
9,1,1,5,7,"01:00:00",23,7,2019
9,1,2,1,8,"02:00:00",23,7,2019
5,1,6,3,4,"03:00:00",23,7,2019
13,1,7,8,3,"04:00:00",23,7,2019
35,0,28,35,7,"05:00:00",23,7,2019
166,3,151,111,15,"06:00:00",23,7,2019
514,12,234,303,59,"07:00:00",23,7,2019
934,8,364,513,73,"08:00:00",23,7,2019
397,2,156,240,36,"09:00:00",23,7,2019
132,1,47,74,24,"10:00:00",23,7,2019
93,1,33,45,39,"11:00:00",23,7,2019
98,2,63,64,54,"12:00:00",23,7,2019
115,8,66,64,66,"13:00:00",23,7,2019
110,6,59,32,75,"14:00:00",23,7,2019
160,4,77,45,91,"15:00:00",23,7,2019
289,1,114,70,244,"16:00:00",23,7,2019
648,14,210,148,559,"17:00:00",23,7,2019
555,15,167,90,393,"18:00:00",23,7,2019
268,5,87,61,182,"19:00:00",23,7,2019
209,9,58,53,106,"20:00:00",23,7,2019
126,2,40,21,54,"21:00:00",23,7,2019
87,7,40,22,86,"22:00:00",23,7,2019
45,2,17,7,47,"23:00:00",23,7,2019
26,0,16,4,23,"00:00:00",24,7,2019
9,1,4,2,15,"01:00:00",24,7,2019
9,1,1,2,8,"02:00:00",24,7,2019
4,1,3,2,5,"03:00:00",24,7,2019
15,2,4,7,5,"04:00:00",24,7,2019
38,0,26,32,7,"05:00:00",24,7,2019
178,7,154,130,22,"06:00:00",24,7,2019
501,19,230,251,50,"07:00:00",24,7,2019
935,14,341,532,64,"08:00:00",24,7,2019
371,18,181,231,39,"09:00:00",24,7,2019
122,7,40,70,28,"10:00:00",24,7,2019
78,1,45,65,33,"11:00:00",24,7,2019
108,8,44,66,54,"12:00:00",24,7,2019
121,5,53,65,52,"13:00:00",24,7,2019
90,7,62,33,81,"14:00:00",24,7,2019
136,1,67,34,77,"15:00:00",24,7,2019
294,6,120,87,227,"16:00:00",24,7,2019
582,13,176,111,497,"17:00:00",24,7,2019
522,8,149,76,381,"18:00:00",24,7,2019
254,14,102,37,165,"19:00:00",24,7,2019
157,5,72,32,109,"20:00:00",24,7,2019
110,1,31,17,74,"21:00:00",24,7,2019
92,0,26,17,62,"22:00:00",24,7,2019
52,1,24,15,42,"23:00:00",24,7,2019
27,0,7,7,34,"00:00:00",25,7,2019
12,0,2,1,13,"01:00:00",25,7,2019
5,2,1,4,3,"02:00:00",25,7,2019
6,4,4,2,8,"03:00:00",25,7,2019
14,3,5,12,4,"04:00:00",25,7,2019
40,1,20,39,4,"05:00:00",25,7,2019
150,7,128,118,27,"06:00:00",25,7,2019
423,20,210,227,55,"07:00:00",25,7,2019
899,48,309,522,63,"08:00:00",25,7,2019
374,14,156,235,40,"09:00:00",25,7,2019
114,1,54,67,16,"10:00:00",25,7,2019
88,3,37,54,28,"11:00:00",25,7,2019
110,4,51,51,67,"12:00:00",25,7,2019
126,7,61,63,73,"13:00:00",25,7,2019
94,7,61,50,50,"14:00:00",25,7,2019
135,8,49,31,74,"15:00:00",25,7,2019
274,15,97,72,194,"16:00:00",25,7,2019
501,22,186,78,394,"17:00:00",25,7,2019
467,12,110,77,351,"18:00:00",25,7,2019
199,18,72,46,130,"19:00:00",25,7,2019
167,9,49,29,107,"20:00:00",25,7,2019
136,12,41,14,87,"21:00:00",25,7,2019
93,7,33,23,63,"22:00:00",25,7,2019
56,3,21,13,43,"23:00:00",25,7,2019
30,3,9,6,35,"00:00:00",26,7,2019
17,1,6,4,14,"01:00:00",26,7,2019
14,0,1,1,11,"02:00:00",26,7,2019
4,3,3,0,9,"03:00:00",26,7,2019
23,1,4,6,7,"04:00:00",26,7,2019
33,1,26,38,8,"05:00:00",26,7,2019
155,10,126,96,23,"06:00:00",26,7,2019
388,8,156,196,46,"07:00:00",26,7,2019
708,38,304,410,68,"08:00:00",26,7,2019
329,10,130,191,33,"09:00:00",26,7,2019
109,5,55,72,22,"10:00:00",26,7,2019
84,7,46,45,35,"11:00:00",26,7,2019
108,7,55,55,51,"12:00:00",26,7,2019
123,4,55,57,70,"13:00:00",26,7,2019
125,3,57,45,93,"14:00:00",26,7,2019
152,13,81,50,101,"15:00:00",26,7,2019
292,14,109,70,202,"16:00:00",26,7,2019
421,18,174,78,357,"17:00:00",26,7,2019
323,13,99,57,210,"18:00:00",26,7,2019
178,9,62,38,109,"19:00:00",26,7,2019
111,7,37,35,62,"20:00:00",26,7,2019
104,2,42,30,53,"21:00:00",26,7,2019
63,8,36,29,58,"22:00:00",26,7,2019
48,5,24,13,52,"23:00:00",26,7,2019
45,0,11,9,35,"00:00:00",27,7,2019
23,1,6,5,22,"01:00:00",27,7,2019
22,3,1,1,17,"02:00:00",27,7,2019
17,1,2,3,17,"03:00:00",27,7,2019
16,3,2,4,13,"04:00:00",27,7,2019
24,2,9,16,5,"05:00:00",27,7,2019
42,0,30,36,11,"06:00:00",27,7,2019
70,4,40,49,18,"07:00:00",27,7,2019
88,5,27,32,28,"08:00:00",27,7,2019
92,11,38,35,25,"09:00:00",27,7,2019
94,2,39,34,20,"10:00:00",27,7,2019
98,10,34,42,43,"11:00:00",27,7,2019
108,9,39,47,58,"12:00:00",27,7,2019
115,10,70,58,59,"13:00:00",27,7,2019
105,11,54,65,67,"14:00:00",27,7,2019
98,7,52,45,72,"15:00:00",27,7,2019
99,1,58,58,67,"16:00:00",27,7,2019
101,16,59,52,74,"17:00:00",27,7,2019
117,8,43,42,57,"18:00:00",27,7,2019
88,8,47,32,49,"19:00:00",27,7,2019
79,12,41,24,27,"20:00:00",27,7,2019
54,12,35,30,27,"21:00:00",27,7,2019
63,5,31,17,37,"22:00:00",27,7,2019
65,1,14,12,42,"23:00:00",27,7,2019
24,1,12,9,28,"00:00:00",28,7,2019
30,0,6,2,28,"01:00:00",28,7,2019
12,1,6,4,18,"02:00:00",28,7,2019
19,0,1,5,15,"03:00:00",28,7,2019
11,2,2,3,8,"04:00:00",28,7,2019
21,3,6,5,4,"05:00:00",28,7,2019
29,2,10,27,13,"06:00:00",28,7,2019
43,2,27,30,20,"07:00:00",28,7,2019
61,3,31,39,21,"08:00:00",28,7,2019
57,2,27,35,17,"09:00:00",28,7,2019
71,9,20,27,26,"10:00:00",28,7,2019
83,3,40,50,56,"11:00:00",28,7,2019
106,9,45,51,59,"12:00:00",28,7,2019
72,3,48,57,61,"13:00:00",28,7,2019
83,4,51,55,51,"14:00:00",28,7,2019
95,6,37,51,69,"15:00:00",28,7,2019
82,3,27,50,44,"16:00:00",28,7,2019
84,4,53,41,66,"17:00:00",28,7,2019
113,3,58,25,52,"18:00:00",28,7,2019
88,4,44,25,44,"19:00:00",28,7,2019
63,11,31,27,33,"20:00:00",28,7,2019
68,4,27,13,30,"21:00:00",28,7,2019
66,5,29,8,38,"22:00:00",28,7,2019
41,0,10,12,27,"23:00:00",28,7,2019
16,0,6,7,16,"00:00:00",29,7,2019
7,2,0,1,6,"01:00:00",29,7,2019
10,2,1,2,7,"02:00:00",29,7,2019
5,0,2,2,6,"03:00:00",29,7,2019
7,1,6,3,5,"04:00:00",29,7,2019
34,1,21,31,3,"05:00:00",29,7,2019
151,8,122,103,14,"06:00:00",29,7,2019
457,20,203,265,59,"07:00:00",29,7,2019
870,51,376,566,61,"08:00:00",29,7,2019
334,21,158,235,39,"09:00:00",29,7,2019
122,3,42,75,23,"10:00:00",29,7,2019
98,5,25,50,31,"11:00:00",29,7,2019
101,7,46,57,50,"12:00:00",29,7,2019
101,8,47,68,55,"13:00:00",29,7,2019
97,6,40,38,67,"14:00:00",29,7,2019
125,5,55,45,85,"15:00:00",29,7,2019
286,16,100,67,221,"16:00:00",29,7,2019
593,19,189,101,466,"17:00:00",29,7,2019
519,9,154,58,385,"18:00:00",29,7,2019
228,11,91,37,150,"19:00:00",29,7,2019
151,14,46,23,95,"20:00:00",29,7,2019
82,7,33,14,54,"21:00:00",29,7,2019
74,4,22,7,52,"22:00:00",29,7,2019
46,4,17,5,32,"23:00:00",29,7,2019
11,1,4,5,17,"00:00:00",30,7,2019
5,1,3,1,11,"01:00:00",30,7,2019
4,1,1,2,5,"02:00:00",30,7,2019
4,2,3,3,3,"03:00:00",30,7,2019
9,6,5,6,9,"04:00:00",30,7,2019
41,1,28,36,5,"05:00:00",30,7,2019
153,8,130,104,23,"06:00:00",30,7,2019
493,16,212,299,57,"07:00:00",30,7,2019
836,48,344,496,63,"08:00:00",30,7,2019
335,17,149,211,29,"09:00:00",30,7,2019
101,3,43,66,20,"10:00:00",30,7,2019
82,3,34,46,18,"11:00:00",30,7,2019
87,6,46,42,50,"12:00:00",30,7,2019
69,7,32,47,40,"13:00:00",30,7,2019
84,10,63,35,65,"14:00:00",30,7,2019
109,5,43,36,65,"15:00:00",30,7,2019
235,10,95,55,203,"16:00:00",30,7,2019
482,18,140,71,444,"17:00:00",30,7,2019
458,15,157,35,308,"18:00:00",30,7,2019
210,9,76,30,136,"19:00:00",30,7,2019
136,6,45,16,84,"20:00:00",30,7,2019
88,1,34,23,52,"21:00:00",30,7,2019
64,10,21,19,56,"22:00:00",30,7,2019
37,1,16,7,37,"23:00:00",30,7,2019
12,1,10,3,25,"00:00:00",31,7,2019
9,2,5,1,10,"01:00:00",31,7,2019
6,1,2,0,4,"02:00:00",31,7,2019
7,0,0,0,5,"03:00:00",31,7,2019
10,2,4,7,6,"04:00:00",31,7,2019
36,1,25,25,6,"05:00:00",31,7,2019
160,10,142,106,20,"06:00:00",31,7,2019
428,11,210,273,47,"07:00:00",31,7,2019
881,54,343,560,72,"08:00:00",31,7,2019
367,17,149,215,34,"09:00:00",31,7,2019
111,7,38,53,18,"10:00:00",31,7,2019
70,6,35,49,18,"11:00:00",31,7,2019
91,6,39,53,54,"12:00:00",31,7,2019
94,11,47,63,59,"13:00:00",31,7,2019
96,7,54,57,72,"14:00:00",31,7,2019
142,2,60,52,87,"15:00:00",31,7,2019
256,10,87,85,202,"16:00:00",31,7,2019
584,17,195,99,464,"17:00:00",31,7,2019
