"Grove_Road","Charleville_Mall","Guild_Street","North_Strand_Rd_S_B","North_Strand_Rd_N_B","Time","Day","Month","Year"
113,20,69,59,58,"19:00:00",3,8,2020
88,12,58,44,58,"20:00:00",3,8,2020
77,8,32,27,35,"21:00:00",3,8,2020
45,4,22,11,19,"22:00:00",3,8,2020
28,1,11,7,28,"23:00:00",3,8,2020
14,0,4,3,12,"00:00:00",4,8,2020
8,2,2,1,3,"01:00:00",4,8,2020
5,0,0,2,3,"02:00:00",4,8,2020
3,0,0,0,1,"03:00:00",4,8,2020
7,2,3,8,0,"04:00:00",4,8,2020
21,1,8,17,6,"05:00:00",4,8,2020
87,7,70,72,10,"06:00:00",4,8,2020
171,7,91,96,27,"07:00:00",4,8,2020
247,13,99,156,28,"08:00:00",4,8,2020
121,6,73,80,28,"09:00:00",4,8,2020
78,5,31,54,28,"10:00:00",4,8,2020
90,6,56,44,43,"11:00:00",4,8,2020
108,18,51,50,53,"12:00:00",4,8,2020
113,12,67,41,68,"13:00:00",4,8,2020
106,14,59,46,72,"14:00:00",4,8,2020
121,14,66,43,77,"15:00:00",4,8,2020
174,19,77,51,133,"16:00:00",4,8,2020
263,22,105,56,176,"17:00:00",4,8,2020
233,29,122,72,170,"18:00:00",4,8,2020
168,8,89,47,80,"19:00:00",4,8,2020
114,15,76,41,58,"20:00:00",4,8,2020
107,12,51,24,46,"21:00:00",4,8,2020
54,3,25,21,45,"22:00:00",4,8,2020
31,1,12,9,22,"23:00:00",4,8,2020
13,3,4,7,12,"00:00:00",5,8,2020
10,1,2,4,10,"01:00:00",5,8,2020
5,2,0,3,7,"02:00:00",5,8,2020
6,0,0,1,0,"03:00:00",5,8,2020
6,0,2,5,2,"04:00:00",5,8,2020
25,0,12,18,5,"05:00:00",5,8,2020
102,10,77,72,16,"06:00:00",5,8,2020
180,9,99,116,26,"07:00:00",5,8,2020
267,13,115,151,37,"08:00:00",5,8,2020
143,7,52,82,21,"09:00:00",5,8,2020
77,7,29,49,29,"10:00:00",5,8,2020
84,7,49,36,24,"11:00:00",5,8,2020
120,15,50,40,44,"12:00:00",5,8,2020
101,10,48,33,51,"13:00:00",5,8,2020
108,11,42,42,48,"14:00:00",5,8,2020
117,9,69,48,85,"15:00:00",5,8,2020
131,13,93,46,120,"16:00:00",5,8,2020
284,21,104,65,184,"17:00:00",5,8,2020
219,13,137,63,152,"18:00:00",5,8,2020
168,12,95,44,85,"19:00:00",5,8,2020
127,15,73,44,66,"20:00:00",5,8,2020
106,7,53,35,71,"21:00:00",5,8,2020
59,6,34,22,32,"22:00:00",5,8,2020
47,3,15,15,37,"23:00:00",5,8,2020
13,4,6,6,18,"00:00:00",6,8,2020
6,1,2,0,3,"01:00:00",6,8,2020
9,0,0,1,4,"02:00:00",6,8,2020
5,1,2,0,0,"03:00:00",6,8,2020
10,0,2,7,0,"04:00:00",6,8,2020
26,1,12,23,4,"05:00:00",6,8,2020
112,5,72,68,13,"06:00:00",6,8,2020
195,8,104,123,32,"07:00:00",6,8,2020
271,16,117,169,35,"08:00:00",6,8,2020
147,14,70,98,27,"09:00:00",6,8,2020
116,9,49,63,33,"10:00:00",6,8,2020
112,6,64,55,39,"11:00:00",6,8,2020
125,12,50,68,67,"12:00:00",6,8,2020
125,14,77,68,70,"13:00:00",6,8,2020
130,24,77,65,78,"14:00:00",6,8,2020
133,16,66,71,97,"15:00:00",6,8,2020
172,9,83,56,170,"16:00:00",6,8,2020
292,22,131,83,166,"17:00:00",6,8,2020
246,28,128,81,163,"18:00:00",6,8,2020
200,25,97,70,119,"19:00:00",6,8,2020
140,21,91,57,104,"20:00:00",6,8,2020
104,12,42,48,55,"21:00:00",6,8,2020
80,6,42,30,54,"22:00:00",6,8,2020
44,7,14,16,41,"23:00:00",6,8,2020
20,2,9,8,35,"00:00:00",7,8,2020
12,0,3,3,6,"01:00:00",7,8,2020
5,0,0,2,4,"02:00:00",7,8,2020
4,2,0,1,1,"03:00:00",7,8,2020
6,0,4,5,2,"04:00:00",7,8,2020
24,1,10,19,6,"05:00:00",7,8,2020
105,6,81,67,17,"06:00:00",7,8,2020
169,5,108,125,26,"07:00:00",7,8,2020
213,22,105,135,39,"08:00:00",7,8,2020
152,10,55,77,22,"09:00:00",7,8,2020
92,13,47,65,32,"10:00:00",7,8,2020
95,10,69,49,30,"11:00:00",7,8,2020
133,19,70,83,54,"12:00:00",7,8,2020
131,15,76,66,88,"13:00:00",7,8,2020
146,20,76,61,81,"14:00:00",7,8,2020
170,11,86,60,99,"15:00:00",7,8,2020
192,20,119,78,137,"16:00:00",7,8,2020
286,25,134,78,178,"17:00:00",7,8,2020
239,18,87,58,147,"18:00:00",7,8,2020
208,17,91,63,100,"19:00:00",7,8,2020
158,14,75,46,65,"20:00:00",7,8,2020
115,7,37,23,52,"21:00:00",7,8,2020
83,9,30,29,50,"22:00:00",7,8,2020
73,2,27,22,41,"23:00:00",7,8,2020
48,2,14,9,25,"00:00:00",8,8,2020
19,1,7,11,8,"01:00:00",8,8,2020
9,2,2,7,8,"02:00:00",8,8,2020
12,1,0,3,13,"03:00:00",8,8,2020
11,0,1,5,1,"04:00:00",8,8,2020
14,1,5,10,10,"05:00:00",8,8,2020
36,0,23,19,8,"06:00:00",8,8,2020
68,3,49,45,28,"07:00:00",8,8,2020
67,7,45,42,21,"08:00:00",8,8,2020
97,6,54,66,44,"09:00:00",8,8,2020
138,19,83,58,58,"10:00:00",8,8,2020
138,18,91,55,93,"11:00:00",8,8,2020
185,28,121,61,130,"12:00:00",8,8,2020
178,34,137,75,115,"13:00:00",8,8,2020
187,30,127,99,133,"14:00:00",8,8,2020
166,23,124,75,118,"15:00:00",8,8,2020
184,8,92,94,118,"16:00:00",8,8,2020
167,12,71,107,110,"17:00:00",8,8,2020
209,24,90,103,112,"18:00:00",8,8,2020
164,20,83,106,92,"19:00:00",8,8,2020
138,13,45,89,62,"20:00:00",8,8,2020
107,7,37,57,61,"21:00:00",8,8,2020
64,13,38,43,56,"22:00:00",8,8,2020
49,1,21,21,51,"23:00:00",8,8,2020
43,4,18,13,27,"00:00:00",9,8,2020
22,0,5,10,6,"01:00:00",9,8,2020
11,0,1,3,17,"02:00:00",9,8,2020
5,0,0,3,6,"03:00:00",9,8,2020
9,2,1,3,4,"04:00:00",9,8,2020
13,0,3,5,2,"05:00:00",9,8,2020
19,3,19,14,13,"06:00:00",9,8,2020
36,1,25,29,19,"07:00:00",9,8,2020
48,4,32,39,27,"08:00:00",9,8,2020
94,6,50,40,23,"09:00:00",9,8,2020
96,7,62,52,28,"10:00:00",9,8,2020
96,14,93,38,69,"11:00:00",9,8,2020
134,19,108,49,66,"12:00:00",9,8,2020
135,20,80,49,108,"13:00:00",9,8,2020
133,17,98,56,76,"14:00:00",9,8,2020
135,21,112,50,75,"15:00:00",9,8,2020
136,12,96,83,69,"16:00:00",9,8,2020
141,16,58,49,76,"17:00:00",9,8,2020
135,10,63,64,97,"18:00:00",9,8,2020
121,12,64,49,62,"19:00:00",9,8,2020
127,11,58,50,33,"20:00:00",9,8,2020
87,7,38,44,44,"21:00:00",9,8,2020
57,1,38,27,38,"22:00:00",9,8,2020
33,1,14,10,23,"23:00:00",9,8,2020
10,0,4,1,7,"00:00:00",10,8,2020
9,1,3,1,6,"01:00:00",10,8,2020
3,1,0,1,0,"02:00:00",10,8,2020
7,1,0,0,1,"03:00:00",10,8,2020
8,0,2,7,2,"04:00:00",10,8,2020
23,1,10,20,5,"05:00:00",10,8,2020
94,5,81,70,14,"06:00:00",10,8,2020
167,13,104,125,22,"07:00:00",10,8,2020
260,9,128,156,41,"08:00:00",10,8,2020
126,13,66,85,24,"09:00:00",10,8,2020
70,8,37,49,32,"10:00:00",10,8,2020
83,10,54,42,32,"11:00:00",10,8,2020
110,12,65,45,56,"12:00:00",10,8,2020
109,14,60,52,72,"13:00:00",10,8,2020
90,10,62,40,58,"14:00:00",10,8,2020
84,5,54,27,68,"15:00:00",10,8,2020
147,12,75,30,111,"16:00:00",10,8,2020
246,17,102,41,168,"17:00:00",10,8,2020
214,16,97,55,182,"18:00:00",10,8,2020
135,12,72,34,80,"19:00:00",10,8,2020
104,13,50,57,59,"20:00:00",10,8,2020
69,9,42,27,37,"21:00:00",10,8,2020
36,4,23,19,36,"22:00:00",10,8,2020
27,1,5,12,13,"23:00:00",10,8,2020
12,1,5,5,12,"00:00:00",11,8,2020
5,1,2,3,0,"01:00:00",11,8,2020
3,0,2,2,3,"02:00:00",11,8,2020
3,0,1,0,0,"03:00:00",11,8,2020
10,1,0,3,1,"04:00:00",11,8,2020
20,3,8,19,6,"05:00:00",11,8,2020
99,3,88,72,16,"06:00:00",11,8,2020
199,17,117,118,29,"07:00:00",11,8,2020
304,20,140,180,48,"08:00:00",11,8,2020
152,11,69,92,23,"09:00:00",11,8,2020
67,7,49,72,31,"10:00:00",11,8,2020
72,7,42,50,37,"11:00:00",11,8,2020
126,11,69,36,75,"12:00:00",11,8,2020
134,14,69,57,72,"13:00:00",11,8,2020
107,25,77,50,67,"14:00:00",11,8,2020
134,18,88,61,80,"15:00:00",11,8,2020
182,15,95,74,154,"16:00:00",11,8,2020
278,22,136,72,199,"17:00:00",11,8,2020
273,18,149,62,243,"18:00:00",11,8,2020
165,14,90,64,131,"19:00:00",11,8,2020
127,10,61,56,67,"20:00:00",11,8,2020
114,8,47,47,53,"21:00:00",11,8,2020
67,4,36,18,51,"22:00:00",11,8,2020
40,5,7,12,25,"23:00:00",11,8,2020
23,2,6,5,10,"00:00:00",12,8,2020
11,3,3,1,6,"01:00:00",12,8,2020
2,0,0,1,2,"02:00:00",12,8,2020
4,1,1,1,4,"03:00:00",12,8,2020
9,0,4,2,1,"04:00:00",12,8,2020
23,0,14,24,8,"05:00:00",12,8,2020
101,5,86,75,15,"06:00:00",12,8,2020
194,7,125,140,35,"07:00:00",12,8,2020
277,20,156,172,37,"08:00:00",12,8,2020
174,12,90,110,33,"09:00:00",12,8,2020
95,11,43,48,35,"10:00:00",12,8,2020
103,13,61,45,44,"11:00:00",12,8,2020
123,15,70,65,69,"12:00:00",12,8,2020
128,25,95,50,84,"13:00:00",12,8,2020
131,14,72,52,95,"14:00:00",12,8,2020
144,15,97,50,108,"15:00:00",12,8,2020
173,27,100,63,159,"16:00:00",12,8,2020
346,32,140,70,233,"17:00:00",12,8,2020
264,22,134,91,210,"18:00:00",12,8,2020
219,19,77,65,130,"19:00:00",12,8,2020
167,14,82,54,77,"20:00:00",12,8,2020
128,20,64,54,66,"21:00:00",12,8,2020
70,11,37,14,50,"22:00:00",12,8,2020
50,4,22,17,43,"23:00:00",12,8,2020
21,5,11,6,16,"00:00:00",13,8,2020
14,0,3,2,5,"01:00:00",13,8,2020
3,0,2,1,5,"02:00:00",13,8,2020
7,0,1,1,5,"03:00:00",13,8,2020
8,0,3,5,2,"04:00:00",13,8,2020
24,1,13,13,8,"05:00:00",13,8,2020
105,7,77,74,18,"06:00:00",13,8,2020
191,8,117,116,37,"07:00:00",13,8,2020
268,18,145,189,46,"08:00:00",13,8,2020
141,16,83,87,28,"09:00:00",13,8,2020
93,7,32,57,43,"10:00:00",13,8,2020
95,14,74,53,31,"11:00:00",13,8,2020
126,9,69,47,53,"12:00:00",13,8,2020
139,7,65,78,81,"13:00:00",13,8,2020
125,11,71,69,70,"14:00:00",13,8,2020
137,10,84,65,95,"15:00:00",13,8,2020
194,20,107,90,144,"16:00:00",13,8,2020
312,30,158,89,236,"17:00:00",13,8,2020
298,37,145,96,221,"18:00:00",13,8,2020
243,25,142,70,123,"19:00:00",13,8,2020
180,15,96,83,88,"20:00:00",13,8,2020
132,10,77,42,61,"21:00:00",13,8,2020
80,6,38,33,52,"22:00:00",13,8,2020
61,1,28,15,57,"23:00:00",13,8,2020
34,3,8,2,18,"00:00:00",14,8,2020
16,0,5,3,11,"01:00:00",14,8,2020
13,0,0,2,2,"02:00:00",14,8,2020
7,0,0,1,4,"03:00:00",14,8,2020
10,0,3,2,2,"04:00:00",14,8,2020
26,3,13,23,5,"05:00:00",14,8,2020
89,6,72,61,21,"06:00:00",14,8,2020
185,7,106,110,38,"07:00:00",14,8,2020
242,17,140,133,35,"08:00:00",14,8,2020
146,13,54,98,31,"09:00:00",14,8,2020
89,9,42,52,24,"10:00:00",14,8,2020
98,8,52,54,43,"11:00:00",14,8,2020
123,21,71,65,62,"12:00:00",14,8,2020
173,11,84,60,76,"13:00:00",14,8,2020
145,11,72,55,76,"14:00:00",14,8,2020
172,15,77,43,90,"15:00:00",14,8,2020
197,18,105,61,125,"16:00:00",14,8,2020
249,18,134,73,166,"17:00:00",14,8,2020
255,10,96,73,161,"18:00:00",14,8,2020
238,13,91,83,108,"19:00:00",14,8,2020
153,18,93,73,72,"20:00:00",14,8,2020
113,8,50,36,73,"21:00:00",14,8,2020
86,5,35,38,59,"22:00:00",14,8,2020
83,3,26,10,53,"23:00:00",14,8,2020
29,2,18,14,22,"00:00:00",15,8,2020
25,1,4,5,17,"01:00:00",15,8,2020
10,0,7,4,9,"02:00:00",15,8,2020
6,0,3,1,8,"03:00:00",15,8,2020
12,0,2,5,2,"04:00:00",15,8,2020
16,1,7,10,4,"05:00:00",15,8,2020
47,0,25,24,8,"06:00:00",15,8,2020
52,2,40,39,20,"07:00:00",15,8,2020
76,10,38,52,32,"08:00:00",15,8,2020
84,7,57,53,27,"09:00:00",15,8,2020
128,11,66,56,40,"10:00:00",15,8,2020
132,12,50,43,76,"11:00:00",15,8,2020
160,21,84,63,103,"12:00:00",15,8,2020
168,22,95,70,104,"13:00:00",15,8,2020
154,22,82,89,100,"14:00:00",15,8,2020
157,19,87,83,97,"15:00:00",15,8,2020
159,14,117,102,101,"16:00:00",15,8,2020
188,18,87,82,107,"17:00:00",15,8,2020
172,27,97,78,91,"18:00:00",15,8,2020
137,10,61,61,75,"19:00:00",15,8,2020
134,14,42,62,58,"20:00:00",15,8,2020
93,4,35,21,44,"21:00:00",15,8,2020
58,0,29,24,46,"22:00:00",15,8,2020
68,4,22,13,51,"23:00:00",15,8,2020
43,0,18,10,27,"00:00:00",16,8,2020
23,2,9,7,22,"01:00:00",16,8,2020
12,2,2,3,4,"02:00:00",16,8,2020
8,0,1,1,3,"03:00:00",16,8,2020
5,0,1,3,5,"04:00:00",16,8,2020
14,0,1,5,1,"05:00:00",16,8,2020
25,0,20,13,8,"06:00:00",16,8,2020
29,1,28,23,10,"07:00:00",16,8,2020
50,2,21,31,18,"08:00:00",16,8,2020
60,7,41,36,21,"09:00:00",16,8,2020
71,13,42,31,31,"10:00:00",16,8,2020
85,8,55,45,43,"11:00:00",16,8,2020
100,12,67,41,63,"12:00:00",16,8,2020
98,13,81,50,42,"13:00:00",16,8,2020
105,16,79,62,54,"14:00:00",16,8,2020
99,3,44,32,59,"15:00:00",16,8,2020
93,5,55,57,63,"16:00:00",16,8,2020
110,11,68,40,56,"17:00:00",16,8,2020
111,10,55,52,71,"18:00:00",16,8,2020
119,15,44,44,58,"19:00:00",16,8,2020
80,5,32,30,38,"20:00:00",16,8,2020
72,9,40,23,44,"21:00:00",16,8,2020
54,4,26,13,30,"22:00:00",16,8,2020
25,2,15,8,27,"23:00:00",16,8,2020
12,0,4,4,11,"00:00:00",17,8,2020
4,0,2,1,7,"01:00:00",17,8,2020
0,0,0,2,1,"02:00:00",17,8,2020
1,0,0,0,0,"03:00:00",17,8,2020
6,1,2,4,1,"04:00:00",17,8,2020
23,2,8,10,3,"05:00:00",17,8,2020
71,6,71,55,12,"06:00:00",17,8,2020
135,12,104,84,19,"07:00:00",17,8,2020
200,7,107,110,35,"08:00:00",17,8,2020
128,6,56,67,23,"09:00:00",17,8,2020
60,3,25,42,18,"10:00:00",17,8,2020
72,2,37,29,22,"11:00:00",17,8,2020
80,3,38,41,43,"12:00:00",17,8,2020
106,5,48,43,49,"13:00:00",17,8,2020
85,5,38,36,49,"14:00:00",17,8,2020
66,12,46,31,55,"15:00:00",17,8,2020
112,11,57,35,81,"16:00:00",17,8,2020
177,16,84,58,126,"17:00:00",17,8,2020
155,11,64,34,132,"18:00:00",17,8,2020
102,5,43,40,78,"19:00:00",17,8,2020
71,5,31,26,51,"20:00:00",17,8,2020
54,10,20,18,36,"21:00:00",17,8,2020
32,4,12,12,29,"22:00:00",17,8,2020
19,1,10,7,23,"23:00:00",17,8,2020
9,1,2,7,13,"00:00:00",18,8,2020
5,0,1,4,2,"01:00:00",18,8,2020
2,0,0,3,2,"02:00:00",18,8,2020
4,0,0,1,1,"03:00:00",18,8,2020
7,0,3,4,1,"04:00:00",18,8,2020
23,2,10,13,5,"05:00:00",18,8,2020
69,8,62,49,22,"06:00:00",18,8,2020
120,10,78,81,11,"07:00:00",18,8,2020
189,8,80,106,20,"08:00:00",18,8,2020
103,5,49,44,12,"09:00:00",18,8,2020
62,1,14,38,15,"10:00:00",18,8,2020
90,7,44,36,14,"11:00:00",18,8,2020
118,14,43,38,45,"12:00:00",18,8,2020
124,11,58,39,47,"13:00:00",18,8,2020
131,13,66,53,67,"14:00:00",18,8,2020
103,8,70,57,75,"15:00:00",18,8,2020
154,10,80,74,109,"16:00:00",18,8,2020
236,12,113,50,159,"17:00:00",18,8,2020
232,17,98,48,111,"18:00:00",18,8,2020
180,18,79,49,110,"19:00:00",18,8,2020
125,25,55,52,70,"20:00:00",18,8,2020
100,11,37,46,45,"21:00:00",18,8,2020
57,6,14,19,32,"22:00:00",18,8,2020
32,3,6,5,30,"23:00:00",18,8,2020
17,1,4,9,9,"00:00:00",19,8,2020
8,0,2,1,2,"01:00:00",19,8,2020
3,0,1,3,5,"02:00:00",19,8,2020
5,0,0,1,0,"03:00:00",19,8,2020
7,2,3,4,1,"04:00:00",19,8,2020
21,2,12,16,6,"05:00:00",19,8,2020
102,8,73,66,16,"06:00:00",19,8,2020
162,15,105,109,24,"07:00:00",19,8,2020
244,18,130,159,33,"08:00:00",19,8,2020
146,15,70,80,28,"09:00:00",19,8,2020
79,5,35,56,18,"10:00:00",19,8,2020
76,8,38,35,26,"11:00:00",19,8,2020
103,3,39,34,44,"12:00:00",19,8,2020
81,5,34,27,45,"13:00:00",19,8,2020
86,5,36,32,41,"14:00:00",19,8,2020
85,2,29,28,41,"15:00:00",19,8,2020
105,7,48,22,90,"16:00:00",19,8,2020
195,11,78,39,143,"17:00:00",19,8,2020
175,10,72,32,137,"18:00:00",19,8,2020
126,6,58,31,69,"19:00:00",19,8,2020
95,7,33,18,62,"20:00:00",19,8,2020
68,8,32,30,32,"21:00:00",19,8,2020
44,6,12,11,26,"22:00:00",19,8,2020
26,1,9,2,14,"23:00:00",19,8,2020
9,0,2,2,8,"00:00:00",20,8,2020
3,0,0,1,1,"01:00:00",20,8,2020
2,0,0,1,2,"02:00:00",20,8,2020
1,0,1,0,0,"03:00:00",20,8,2020
8,0,1,6,1,"04:00:00",20,8,2020
19,1,7,10,4,"05:00:00",20,8,2020
89,9,67,57,11,"06:00:00",20,8,2020
123,8,86,100,25,"07:00:00",20,8,2020
240,14,107,146,29,"08:00:00",20,8,2020
117,11,62,74,18,"09:00:00",20,8,2020
86,6,23,40,26,"10:00:00",20,8,2020
91,5,36,32,28,"11:00:00",20,8,2020
99,6,53,31,38,"12:00:00",20,8,2020
96,8,41,42,38,"13:00:00",20,8,2020
95,10,45,42,47,"14:00:00",20,8,2020
113,15,65,43,69,"15:00:00",20,8,2020
166,9,78,46,90,"16:00:00",20,8,2020
225,19,101,56,145,"17:00:00",20,8,2020
208,9,73,46,129,"18:00:00",20,8,2020
142,11,59,54,85,"19:00:00",20,8,2020
113,4,38,35,62,"20:00:00",20,8,2020
70,10,29,27,44,"21:00:00",20,8,2020
50,2,29,9,26,"22:00:00",20,8,2020
28,0,14,7,29,"23:00:00",20,8,2020
17,0,6,3,6,"00:00:00",21,8,2020
7,2,0,0,5,"01:00:00",21,8,2020
2,0,3,1,2,"02:00:00",21,8,2020
6,0,0,0,3,"03:00:00",21,8,2020
7,0,4,5,2,"04:00:00",21,8,2020
17,2,8,10,6,"05:00:00",21,8,2020
95,7,69,48,16,"06:00:00",21,8,2020
127,6,97,85,19,"07:00:00",21,8,2020
207,14,104,127,35,"08:00:00",21,8,2020
120,18,63,81,29,"09:00:00",21,8,2020
86,9,28,54,31,"10:00:00",21,8,2020
97,12,48,21,24,"11:00:00",21,8,2020
117,10,54,38,51,"12:00:00",21,8,2020
120,10,72,43,44,"13:00:00",21,8,2020
117,19,57,47,47,"14:00:00",21,8,2020
107,9,60,37,65,"15:00:00",21,8,2020
177,16,68,49,75,"16:00:00",21,8,2020
208,16,96,55,133,"17:00:00",21,8,2020
191,13,85,62,130,"18:00:00",21,8,2020
184,15,78,57,95,"19:00:00",21,8,2020
149,17,58,49,78,"20:00:00",21,8,2020
102,6,42,33,59,"21:00:00",21,8,2020
51,3,32,21,49,"22:00:00",21,8,2020
59,2,39,16,49,"23:00:00",21,8,2020
33,0,11,11,23,"00:00:00",22,8,2020
16,0,1,4,9,"01:00:00",22,8,2020
11,0,1,2,5,"02:00:00",22,8,2020
7,1,0,3,2,"03:00:00",22,8,2020
10,0,1,3,3,"04:00:00",22,8,2020
7,0,0,7,1,"05:00:00",22,8,2020
45,1,16,19,13,"06:00:00",22,8,2020
51,6,40,45,17,"07:00:00",22,8,2020
74,5,30,35,22,"08:00:00",22,8,2020
80,15,39,36,29,"09:00:00",22,8,2020
108,15,57,62,21,"10:00:00",22,8,2020
113,15,74,39,48,"11:00:00",22,8,2020
128,15,64,37,56,"12:00:00",22,8,2020
131,9,77,61,45,"13:00:00",22,8,2020
90,12,55,57,72,"14:00:00",22,8,2020
106,7,53,63,63,"15:00:00",22,8,2020
96,6,59,62,74,"16:00:00",22,8,2020
110,10,52,43,90,"17:00:00",22,8,2020
96,6,57,49,67,"18:00:00",22,8,2020
113,10,42,34,52,"19:00:00",22,8,2020
97,10,42,32,41,"20:00:00",22,8,2020
72,5,24,26,46,"21:00:00",22,8,2020
65,6,25,22,35,"22:00:00",22,8,2020
41,0,17,13,41,"23:00:00",22,8,2020
29,4,8,4,25,"00:00:00",23,8,2020
18,0,5,7,14,"01:00:00",23,8,2020
14,1,3,2,7,"02:00:00",23,8,2020
10,3,2,0,4,"03:00:00",23,8,2020
3,1,2,2,6,"04:00:00",23,8,2020
8,1,5,8,1,"05:00:00",23,8,2020
17,2,18,12,8,"06:00:00",23,8,2020
34,0,22,26,15,"07:00:00",23,8,2020
48,2,46,38,24,"08:00:00",23,8,2020
62,13,44,31,36,"09:00:00",23,8,2020
79,6,39,48,33,"10:00:00",23,8,2020
103,6,68,37,55,"11:00:00",23,8,2020
100,17,70,71,64,"12:00:00",23,8,2020
134,9,66,62,64,"13:00:00",23,8,2020
120,14,91,62,78,"14:00:00",23,8,2020
125,8,82,59,58,"15:00:00",23,8,2020
100,7,71,68,62,"16:00:00",23,8,2020
117,19,65,58,82,"17:00:00",23,8,2020
149,11,53,64,76,"18:00:00",23,8,2020
118,11,49,43,70,"19:00:00",23,8,2020
82,10,39,27,34,"20:00:00",23,8,2020
68,5,22,29,41,"21:00:00",23,8,2020
42,1,34,9,34,"22:00:00",23,8,2020
25,4,18,9,20,"23:00:00",23,8,2020
12,2,3,2,11,"00:00:00",24,8,2020
17,0,1,1,5,"01:00:00",24,8,2020
7,1,0,3,1,"02:00:00",24,8,2020
3,0,2,0,1,"03:00:00",24,8,2020
8,0,1,5,1,"04:00:00",24,8,2020
20,1,11,20,7,"05:00:00",24,8,2020
99,7,71,73,14,"06:00:00",24,8,2020
171,12,102,101,20,"07:00:00",24,8,2020
266,13,122,184,42,"08:00:00",24,8,2020
111,11,63,95,40,"09:00:00",24,8,2020
82,5,42,50,27,"10:00:00",24,8,2020
107,4,47,53,33,"11:00:00",24,8,2020
130,6,76,72,54,"12:00:00",24,8,2020
124,10,80,61,74,"13:00:00",24,8,2020
128,10,66,43,75,"14:00:00",24,8,2020
114,14,76,65,86,"15:00:00",24,8,2020
170,9,92,58,154,"16:00:00",24,8,2020
319,25,156,51,161,"17:00:00",24,8,2020
223,18,108,55,194,"18:00:00",24,8,2020
160,18,57,41,106,"19:00:00",24,8,2020
150,10,53,21,67,"20:00:00",24,8,2020
64,6,29,29,41,"21:00:00",24,8,2020
48,6,18,14,29,"22:00:00",24,8,2020
27,1,8,6,20,"23:00:00",24,8,2020
8,0,4,5,7,"00:00:00",25,8,2020
4,0,2,1,3,"01:00:00",25,8,2020
2,1,0,0,1,"02:00:00",25,8,2020
5,0,2,0,1,"03:00:00",25,8,2020
5,0,1,2,1,"04:00:00",25,8,2020
12,3,6,10,5,"05:00:00",25,8,2020
74,8,64,32,11,"06:00:00",25,8,2020
137,8,83,85,18,"07:00:00",25,8,2020
224,14,112,151,27,"08:00:00",25,8,2020
119,12,49,56,15,"09:00:00",25,8,2020
62,6,19,38,16,"10:00:00",25,8,2020
76,2,34,25,10,"11:00:00",25,8,2020
89,6,39,35,36,"12:00:00",25,8,2020
98,6,44,23,32,"13:00:00",25,8,2020
78,7,41,12,42,"14:00:00",25,8,2020
61,4,30,13,30,"15:00:00",25,8,2020
98,9,59,17,77,"16:00:00",25,8,2020
180,16,62,39,126,"17:00:00",25,8,2020
148,10,71,17,100,"18:00:00",25,8,2020
122,10,38,26,56,"19:00:00",25,8,2020
67,10,31,33,31,"20:00:00",25,8,2020
49,5,8,12,24,"21:00:00",25,8,2020
42,3,17,5,19,"22:00:00",25,8,2020
21,0,3,8,21,"23:00:00",25,8,2020
9,1,3,5,4,"00:00:00",26,8,2020
5,0,1,1,0,"01:00:00",26,8,2020
3,0,0,1,1,"02:00:00",26,8,2020
3,0,0,0,0,"03:00:00",26,8,2020
10,0,0,5,1,"04:00:00",26,8,2020
22,3,14,16,4,"05:00:00",26,8,2020
96,6,72,54,24,"06:00:00",26,8,2020
186,14,119,138,31,"07:00:00",26,8,2020
259,12,122,189,30,"08:00:00",26,8,2020
127,19,71,87,29,"09:00:00",26,8,2020
97,5,38,53,25,"10:00:00",26,8,2020
102,8,47,58,32,"11:00:00",26,8,2020
147,15,61,60,53,"12:00:00",26,8,2020
144,12,57,47,70,"13:00:00",26,8,2020
145,8,51,51,90,"14:00:00",26,8,2020
116,13,71,58,91,"15:00:00",26,8,2020
219,11,119,68,141,"16:00:00",26,8,2020
312,30,145,65,213,"17:00:00",26,8,2020
314,26,143,77,185,"18:00:00",26,8,2020
251,10,98,66,119,"19:00:00",26,8,2020
168,8,83,66,83,"20:00:00",26,8,2020
97,6,35,45,48,"21:00:00",26,8,2020
61,7,17,21,34,"22:00:00",26,8,2020
48,3,9,13,27,"23:00:00",26,8,2020
22,0,4,8,16,"00:00:00",27,8,2020
9,0,6,1,8,"01:00:00",27,8,2020
7,0,0,0,6,"02:00:00",27,8,2020
5,0,1,0,1,"03:00:00",27,8,2020
11,0,1,5,1,"04:00:00",27,8,2020
17,1,15,8,3,"05:00:00",27,8,2020
99,8,89,67,18,"06:00:00",27,8,2020
160,22,102,104,20,"07:00:00",27,8,2020
246,9,117,175,36,"08:00:00",27,8,2020
149,11,67,87,27,"09:00:00",27,8,2020
82,8,31,46,18,"10:00:00",27,8,2020
84,7,34,32,29,"11:00:00",27,8,2020
114,8,44,36,36,"12:00:00",27,8,2020
109,4,39,49,43,"13:00:00",27,8,2020
98,7,45,37,47,"14:00:00",27,8,2020
113,13,54,24,65,"15:00:00",27,8,2020
123,14,65,45,92,"16:00:00",27,8,2020
214,19,94,36,147,"17:00:00",27,8,2020
210,15,76,28,122,"18:00:00",27,8,2020
152,9,64,31,85,"19:00:00",27,8,2020
120,8,50,46,65,"20:00:00",27,8,2020
80,5,28,15,47,"21:00:00",27,8,2020
42,6,20,10,18,"22:00:00",27,8,2020
